"Title:","palomar - Traffic - Gi1/0/13"
"Vertical Label:","bits per second"
"Start Date:","2017-03-12 20:00:00"
"End Date:","2017-05-12 21:00:00"
"Step:","7200"
"Total Rows:","733"
"Graph ID:","18"
"Host ID:","2"
""
"Date","Inbound","Outbound"
"2017-03-12 20:00:00","2.7000004370e+04","4.2622772818e+05"
"2017-03-12 22:00:00","4.9887623633e+04","8.2745519297e+05"
"2017-03-13 00:00:00","3.5129976597e+03","3.5986019313e+04"
"2017-03-13 02:00:00","2.5954872084e+03","2.3326287673e+04"
"2017-03-13 04:00:00","2.5754737773e+03","2.3177390031e+04"
"2017-03-13 06:00:00","3.0203020570e+03","2.6348171653e+04"
"2017-03-13 08:00:00","1.0840503592e+05","8.4217921815e+05"
"2017-03-13 10:00:00","1.9116419434e+05","1.5558297955e+06"
"2017-03-13 12:00:00","1.8117331557e+05","1.2014061053e+06"
"2017-03-13 14:00:00","1.4324440667e+05","1.2919701683e+06"
"2017-03-13 16:00:00","1.8070220164e+05","1.3817274374e+06"
"2017-03-13 18:00:00","1.1697190965e+05","8.8807129143e+05"
"2017-03-13 20:00:00","1.8020143444e+05","1.8604698253e+06"
"2017-03-13 22:00:00","7.7321267264e+04","4.8316134455e+05"
"2017-03-14 00:00:00","4.1549874468e+03","3.8910952997e+04"
"2017-03-14 02:00:00","2.7720248973e+03","2.9375561484e+04"
"2017-03-14 04:00:00","2.7677245323e+03","2.9092684819e+04"
"2017-03-14 06:00:00","7.3328886127e+03","4.1927699551e+04"
"2017-03-14 08:00:00","9.0060054836e+04","5.9786914948e+05"
"2017-03-14 10:00:00","2.4307765862e+05","8.7935508091e+05"
"2017-03-14 12:00:00","1.2791396621e+05","8.8238519396e+05"
"2017-03-14 14:00:00","1.0882402120e+05","8.7692170234e+05"
"2017-03-14 16:00:00","1.4080566558e+05","1.5108425168e+06"
"2017-03-14 18:00:00","1.3114112698e+05","1.5069395653e+06"
"2017-03-14 20:00:00","1.8295556283e+05","2.2133931765e+06"
"2017-03-14 22:00:00","2.1368606942e+05","4.3686882081e+05"
"2017-03-15 00:00:00","1.1200486556e+04","8.4692874991e+04"
"2017-03-15 02:00:00","3.3990813697e+03","3.0358335394e+04"
"2017-03-15 04:00:00","3.0340196000e+03","2.8319375911e+04"
"2017-03-15 06:00:00","3.5330692444e+03","2.9838052785e+04"
"2017-03-15 08:00:00","5.0489802956e+04","1.8311112236e+05"
"2017-03-15 10:00:00","1.0134041687e+05","9.4397511414e+05"
"2017-03-15 12:00:00","1.7135681863e+05","1.7899054831e+06"
"2017-03-15 14:00:00","4.2330167652e+05","1.9673535437e+06"
"2017-03-15 16:00:00","1.6989243742e+05","2.0035370461e+06"
"2017-03-15 18:00:00","1.1424174904e+05","1.6760906707e+06"
"2017-03-15 20:00:00","1.6866812110e+05","1.5817812809e+06"
"2017-03-15 22:00:00","7.8567493333e+04","6.9367796244e+05"
"2017-03-16 00:00:00","3.0096260720e+03","3.5521349186e+04"
"2017-03-16 02:00:00","2.0633643614e+04","7.9358565369e+04"
"2017-03-16 04:00:00","9.4275724100e+03","7.6677067837e+04"
"2017-03-16 06:00:00","2.7286328126e+03","3.0113320632e+04"
"2017-03-16 08:00:00","1.6188443130e+05","1.0964509403e+06"
"2017-03-16 10:00:00","2.3333727141e+05","1.8379399100e+06"
"2017-03-16 12:00:00","1.4482684767e+05","1.0352341081e+06"
"2017-03-16 14:00:00","1.5232764637e+05","1.0739267024e+06"
"2017-03-16 16:00:00","1.4840726136e+06","1.2860114961e+06"
"2017-03-16 18:00:00","1.7735056857e+05","1.7087757005e+06"
"2017-03-16 20:00:00","2.4486517327e+05","3.0485171506e+06"
"2017-03-16 22:00:00","6.0430518550e+04","7.4510403706e+05"
"2017-03-17 00:00:00","1.7277251081e+04","2.0158487317e+05"
"2017-03-17 02:00:00","6.3678853935e+03","6.5144158082e+04"
"2017-03-17 04:00:00","3.3747213382e+03","3.0814445630e+04"
