"Title:","palomar - Traffic - Gi1/0/22"
"Vertical Label:","bits per second"
"Start Date:","2017-03-12 20:00:00"
"End Date:","2017-05-12 21:00:00"
"Step:","7200"
"Total Rows:","733"
"Graph ID:","27"
"Host ID:","2"
""
"Date","Inbound","Outbound"
"2017-03-12 20:00:00","3.0537169630e+02","2.1587480148e+04"
"2017-03-12 22:00:00","3.0483407843e+02","2.0840936367e+04"
"2017-03-13 00:00:00","3.0468505960e+02","2.0746641579e+04"
"2017-03-13 02:00:00","3.0508136924e+02","2.1508258116e+04"
"2017-03-13 04:00:00","4.0480961637e+02","2.1410660448e+04"
"2017-03-13 06:00:00","8.9544924651e+02","2.2543307880e+04"
"2017-03-13 08:00:00","1.8559637171e+04","6.4225667085e+05"
"2017-03-13 10:00:00","1.7435722137e+05","4.3120841311e+06"
"2017-03-13 12:00:00","9.7551233122e+05","1.0156390372e+07"
"2017-03-13 14:00:00","2.7801381634e+06","1.3205944409e+07"
"2017-03-13 16:00:00","1.0668341428e+06","9.9249571794e+06"
"2017-03-13 18:00:00","1.4921946621e+06","8.9731428344e+06"
"2017-03-13 20:00:00","2.9952507493e+06","7.4323624614e+06"
"2017-03-13 22:00:00","2.5875527294e+05","1.8245732478e+06"
"2017-03-14 00:00:00","4.8283094667e+04","1.2386413257e+06"
"2017-03-14 02:00:00","1.6611699767e+03","4.4867673734e+04"
"2017-03-14 04:00:00","3.4566412696e+02","2.7539531777e+04"
"2017-03-14 06:00:00","3.9335137323e+02","2.6820435720e+04"
"2017-03-14 08:00:00","2.3042698501e+04","1.3574064637e+06"
"2017-03-14 10:00:00","1.1072133036e+07","3.4567284413e+06"
"2017-03-14 12:00:00","6.6562136602e+06","1.1893605952e+07"
"2017-03-14 14:00:00","3.5225489896e+06","1.1725405472e+07"
"2017-03-14 16:00:00","9.9776590603e+05","1.0191682178e+07"
"2017-03-14 18:00:00","5.5045972877e+05","9.1765059693e+06"
"2017-03-14 20:00:00","7.2753297961e+05","7.1123191230e+06"
"2017-03-14 22:00:00","2.2621183797e+05","2.2066671382e+06"
"2017-03-15 00:00:00","4.9909000417e+03","4.6017644134e+04"
"2017-03-15 02:00:00","3.2320616574e+02","2.4186128407e+04"
"2017-03-15 04:00:00","1.0285644074e+03","5.1118245778e+04"
"2017-03-15 06:00:00","3.2396287407e+02","2.5147664237e+04"
"2017-03-15 08:00:00","1.4786581037e+03","6.4094126481e+04"
"2017-03-15 10:00:00","2.3680299464e+05","5.1845589303e+06"
"2017-03-15 12:00:00","8.3920650606e+05","9.4097843556e+06"
"2017-03-15 14:00:00","1.1147896120e+06","1.0374528266e+07"
"2017-03-15 16:00:00","7.2087532331e+05","8.5712728259e+06"
"2017-03-15 18:00:00","2.3708805081e+06","1.0154195993e+07"
"2017-03-15 20:00:00","1.0754443294e+06","1.5352905356e+07"
"2017-03-15 22:00:00","3.6496682713e+05","2.5922862116e+06"
"2017-03-16 00:00:00","3.6504110839e+03","8.9275818385e+04"
"2017-03-16 02:00:00","1.2018626901e+04","4.6276415385e+05"
"2017-03-16 04:00:00","2.4525712982e+03","9.0447584816e+04"
"2017-03-16 06:00:00","1.6460260226e+03","4.2070330805e+04"
"2017-03-16 08:00:00","5.7852065440e+03","1.1563328469e+05"
"2017-03-16 10:00:00","9.5165113457e+05","5.3400820480e+06"
"2017-03-16 12:00:00","8.3754936596e+05","1.4343195677e+07"
"2017-03-16 14:00:00","1.1486336250e+06","1.1098269631e+07"
"2017-03-16 16:00:00","6.4180728891e+05","9.8812418205e+06"
"2017-03-16 18:00:00","6.2885190439e+05","1.0847603238e+07"
"2017-03-16 20:00:00","1.9263045895e+06","1.4402968932e+07"
"2017-03-16 22:00:00","1.1407752938e+06","3.7407837006e+06"
"2017-03-17 00:00:00","1.4614493341e+04","4.3209612417e+05"
"2017-03-17 02:00:00","2.8861615927e+03","9.2846709803e+04"
"2017-03-17 04:00:00","4.1060770156e+03","1.3052432773e+05"
"2017-03-17 06:00:00","2.5164954222e+03","6.4619987689e+04"
"2017-03-17 08:00:00","9.7206629333e+03","3.4133521593e+05"
"2017-03-17 10:00:00","3.0281984709e+05","6.8928038671e+06"
"2017-03-17 12:00:00","6.0229143514e+05","9.6568481905e+06"
"2017-03-17 14:00:00","9.1148948249e+05","9.2433525134e+06"
"2017-03-17 16:00:00","8.4115860628e+05","1.0565247609e+07"
"2017-03-17 18:00:00","5.2611975581e+05","9.2302595303e+06"
"2017-03-17 20:00:00","8.1770167956e+05","1.5669861886e+07"
"2017-03-17 22:00:00","4.0768747927e+05","2.9347190625e+06"
"2017-03-18 00:00:00","1.4398167346e+03","5.8210023421e+04"
"2017-03-18 02:00:00","1.8959046273e+03","7.3758176525e+04"
"2017-03-18 04:00:00","1.9760856207e+03","8.2764081533e+04"
"2017-03-18 06:00:00","2.1763603052e+03","7.9957122882e+04"
"2017-03-18 08:00:00","9.5529998462e+02","5.1795187296e+04"
"2017-03-18 10:00:00","2.0142715719e+03","9.6224205143e+04"
"2017-03-18 12:00:00","2.8819264348e+02","4.1597199423e+04"
"2017-03-18 14:00:00","1.3438612416e+03","6.7881031978e+04"
"2017-03-18 16:00:00","2.8913212625e+02","3.2173741370e+04"
"2017-03-18 18:00:00","1.5712155122e+03","6.1521255791e+04"
"2017-03-18 20:00:00","2.8846467544e+02","2.4430652821e+04"
"2017-03-18 22:00:00","1.1658600741e+03","5.9621813407e+04"
"2017-03-19 00:00:00","2.8953777778e+02","2.4909207281e+04"
"2017-03-19 02:00:00","1.2668382593e+03","6.5924497163e+04"
"2017-03-19 04:00:00","8.5270302200e+02","4.9118866921e+04"
"2017-03-19 06:00:00","2.8739703950e+02","2.5069052776e+04"
"2017-03-19 08:00:00","9.4080622370e+02","4.3145337482e+04"
"2017-03-19 10:00:00","2.8748288667e+02","2.5339438660e+04"
"2017-03-19 12:00:00","7.6163475405e+02","3.9566473745e+04"
"2017-03-19 14:00:00","1.0423130296e+03","5.2200084363e+04"
"2017-03-19 16:00:00","4.8983847407e+02","4.3162470504e+04"
"2017-03-19 18:00:00","1.2543469388e+03","9.7765451453e+04"
"2017-03-19 20:00:00","9.8180726867e+02","2.4764733482e+04"
"2017-03-19 22:00:00","2.8620591106e+02","2.4357386880e+04"
"2017-03-20 00:00:00","1.1487171407e+03","5.7695725326e+04"
"2017-03-20 02:00:00","2.8737705515e+02","2.4063300080e+04"
"2017-03-20 04:00:00","1.3786151237e+03","6.6211443721e+04"
"2017-03-20 06:00:00","2.8621969526e+02","2.6958507266e+04"
"2017-03-20 08:00:00","1.2479920593e+03","6.5202903985e+04"
"2017-03-20 10:00:00","2.8808672352e+02","2.6226007949e+04"
"2017-03-20 12:00:00","1.2309422913e+03","6.2015688444e+04"
"2017-03-20 14:00:00","9.4596213333e+02","5.0990573370e+04"
"2017-03-20 16:00:00","2.8735397778e+02","2.4305388326e+04"
"2017-03-20 18:00:00","1.6629570815e+03","8.0692725207e+04"
"2017-03-20 20:00:00","3.7243428835e+02","5.5228160218e+04"
"2017-03-20 22:00:00","2.8692948690e+02","2.7851019930e+04"
"2017-03-21 00:00:00","1.3533114840e+03","6.9575239867e+04"
"2017-03-21 02:00:00","2.8732727937e+02","2.7551392994e+04"
"2017-03-21 04:00:00","1.2691326466e+03","6.4865262058e+04"
"2017-03-21 06:00:00","2.8648243650e+02","2.7785503878e+04"
"2017-03-21 08:00:00","9.1825604746e+03","2.6998558086e+05"
"2017-03-21 10:00:00","2.7175048859e+05","5.3802462899e+06"
"2017-03-21 12:00:00","8.8151916497e+05","1.4154879310e+07"
"2017-03-21 14:00:00","1.5346536559e+06","1.4834504371e+07"
"2017-03-21 16:00:00","7.9635498448e+05","1.2028846211e+07"
"2017-03-21 18:00:00","8.3626207617e+05","9.7677214293e+06"
"2017-03-21 20:00:00","8.4325799198e+05","1.3267775093e+07"
"2017-03-21 22:00:00","3.1660357379e+05","3.0846116499e+06"
"2017-03-22 00:00:00","1.2823835881e+04","2.3521491607e+05"
"2017-03-22 02:00:00","2.4539889031e+03","6.2497029543e+04"
"2017-03-22 04:00:00","3.4736950821e+03","9.9883151138e+04"
"2017-03-22 06:00:00","1.6005932741e+03","4.1826548748e+04"
"2017-03-22 08:00:00","3.6557895715e+03","1.2477040416e+05"
"2017-03-22 10:00:00","2.5071050871e+05","6.5281986077e+06"
"2017-03-22 12:00:00","6.8038623416e+05","1.1709709264e+07"
"2017-03-22 14:00:00","1.1213044321e+06","1.4092463302e+07"
"2017-03-22 16:00:00","9.0431773346e+05","1.3856416054e+07"
"2017-03-22 18:00:00","9.1677826929e+05","1.3725242526e+07"
"2017-03-22 20:00:00","1.5085856707e+06","1.7381230159e+07"
"2017-03-22 22:00:00","3.5255351697e+05","3.8369527293e+06"
"2017-03-23 00:00:00","4.8412157737e+03","1.5999193759e+05"
"2017-03-23 02:00:00","2.2430482148e+03","6.6157778393e+04"
"2017-03-23 04:00:00","1.3122617565e+03","3.3610081093e+04"
"2017-03-23 06:00:00","3.0383800879e+03","1.0743158797e+05"
"2017-03-23 08:00:00","3.9130623684e+03","1.1562991963e+05"
"2017-03-23 10:00:00","1.9212580031e+05","3.8324548796e+06"
"2017-03-23 12:00:00","1.0233639491e+06","1.1658240051e+07"
"2017-03-23 14:00:00","1.1358811262e+06","1.3133342888e+07"
"2017-03-23 16:00:00","8.8493225981e+05","1.1905203310e+07"
"2017-03-23 18:00:00","2.8198987510e+06","1.0221686030e+07"
"2017-03-23 20:00:00","1.1506038050e+06","1.5345052811e+07"
"2017-03-23 22:00:00","2.6991541144e+05","5.2888862258e+06"
"2017-03-24 00:00:00","7.1271811258e+03","6.7322754300e+04"
"2017-03-24 02:00:00","1.4865931848e+03","5.9469755626e+04"
"2017-03-24 04:00:00","4.2076593485e+03","1.6381076268e+05"
"2017-03-24 06:00:00","1.5506794857e+03","6.4338645455e+04"
"2017-03-24 08:00:00","4.7817934119e+02","3.3804517230e+04"
"2017-03-24 10:00:00","3.2246385754e+05","5.4796210605e+06"
"2017-03-24 12:00:00","8.7048200418e+05","1.2075541105e+07"
"2017-03-24 14:00:00","1.1918243377e+06","1.5072267615e+07"
"2017-03-24 16:00:00","8.8053781682e+05","1.4770638148e+07"
"2017-03-24 18:00:00","9.2433715028e+05","1.5440632042e+07"
"2017-03-24 20:00:00","2.0793118966e+06","1.1496172647e+07"
"2017-03-24 22:00:00","2.2464282903e+05","4.2234884974e+06"
"2017-03-25 00:00:00","1.2068582318e+03","4.7432317180e+04"
"2017-03-25 02:00:00","6.7762843046e+02","3.4172315304e+04"
"2017-03-25 04:00:00","3.0766481146e+02","2.2186444245e+04"
"2017-03-25 06:00:00","1.2210087000e+03","5.7247220567e+04"
"2017-03-25 08:00:00","3.0507432949e+02","2.4156468447e+04"
"2017-03-25 10:00:00","1.2707216319e+03","5.8507802571e+04"
"2017-03-25 12:00:00","3.0484140046e+02","3.7198583457e+04"
"2017-03-25 14:00:00","1.1140400632e+03","7.5859601081e+04"
"2017-03-25 16:00:00","3.0711420661e+02","3.8069211267e+04"
"2017-03-25 18:00:00","1.5369466667e+03","6.4701058781e+04"
"2017-03-25 20:00:00","9.8354182460e+02","5.1136949502e+04"
"2017-03-25 22:00:00","3.1832572157e+02","2.1943479190e+04"
"2017-03-26 00:00:00","1.2723683778e+03","6.0295885163e+04"
"2017-03-26 02:00:00","3.0459177975e+02","2.1944971046e+04"
"2017-03-26 04:00:00","1.3510683275e+03","5.6358358132e+04"
"2017-03-26 06:00:00","3.0426472236e+02","2.2534920200e+04"
"2017-03-26 08:00:00","3.1920467840e+03","1.2726968995e+05"
"2017-03-26 10:00:00","3.0579953451e+02","2.2569763293e+04"
"2017-03-26 12:00:00","1.2265220963e+03","5.6527001311e+04"
"2017-03-26 14:00:00","1.1578215481e+03","5.1493437119e+04"
"2017-03-26 16:00:00","3.0555309246e+02","2.2904561337e+04"
"2017-03-26 18:00:00","1.0336090331e+03","4.9548028081e+04"
"2017-03-26 20:00:00","1.2919710818e+03","4.9509065330e+04"
"2017-03-26 22:00:00","3.0514837778e+02","2.1694636922e+04"
"2017-03-27 00:00:00","1.1937505000e+03","8.9505426448e+04"
"2017-03-27 02:00:00","3.0656013704e+02","4.0354487985e+04"
"2017-03-27 04:00:00","1.8720601544e+03","7.1391479542e+04"
"2017-03-27 06:00:00","4.7962954158e+02","2.3306109820e+04"
"2017-03-27 08:00:00","1.0999778111e+04","2.7594614903e+05"
"2017-03-27 10:00:00","2.8427450511e+05","5.4935156650e+06"
"2017-03-27 12:00:00","8.4654178702e+05","1.5505555864e+07"
"2017-03-27 14:00:00","1.2374830633e+06","1.5601246095e+07"
"2017-03-27 16:00:00","8.1980094350e+05","1.2606016893e+07"
"2017-03-27 18:00:00","7.5760140825e+05","1.0542761708e+07"
"2017-03-27 20:00:00","8.6580272089e+05","1.3959889706e+07"
"2017-03-27 22:00:00","2.3557796873e+05","5.4224343840e+06"
"2017-03-28 00:00:00","4.9656189926e+03","1.2598743219e+05"
"2017-03-28 02:00:00","1.2353356148e+03","5.8594606467e+04"
"2017-03-28 04:00:00","4.1945864148e+03","1.7421049821e+05"
"2017-03-28 06:00:00","5.9399209278e+02","2.3815410307e+04"
"2017-03-28 08:00:00","7.9215877776e+03","1.7973849365e+05"
"2017-03-28 10:00:00","2.4155310531e+05","6.6031785309e+06"
"2017-03-28 12:00:00","6.9592819596e+05","8.4779075978e+06"
"2017-03-28 14:00:00","8.3492705007e+05","1.3068366843e+07"
"2017-03-28 16:00:00","6.8797466473e+05","9.2490070157e+06"
"2017-03-28 18:00:00","1.1067037249e+06","1.6717308947e+07"
