"Title:","palomar - Traffic - Gi1/0/7"
"Vertical Label:","bits per second"
"Start Date:","2017-03-12 20:00:00"
"End Date:","2017-05-12 21:00:00"
"Step:","7200"
"Total Rows:","733"
"Graph ID:","12"
"Host ID:","2"
""
"Date","Inbound","Outbound"
"2017-03-12 20:00:00","1.6798729348e+04","5.4458665207e+04"
"2017-03-12 22:00:00","1.6670012415e+04","5.3730092097e+04"
"2017-03-13 00:00:00","1.7112772472e+04","1.1936454589e+05"
"2017-03-13 02:00:00","1.7414938126e+04","1.3878046519e+05"
"2017-03-13 04:00:00","1.5823743941e+04","5.4112905939e+04"
"2017-03-13 06:00:00","1.6793701912e+04","8.7571049829e+04"
"2017-03-13 08:00:00","4.6722928140e+05","1.6691930862e+07"
"2017-03-13 10:00:00","9.6205891741e+05","2.2236202313e+07"
"2017-03-13 12:00:00","1.1371507167e+06","2.5345713995e+07"
"2017-03-13 14:00:00","2.7365667470e+06","1.3680500248e+07"
"2017-03-13 16:00:00","6.1589123544e+05","9.6886419695e+06"
"2017-03-13 18:00:00","5.5421233156e+05","7.3492544733e+06"
"2017-03-13 20:00:00","1.2591791127e+06","3.0618574594e+07"
"2017-03-13 22:00:00","3.0909016504e+05","4.2285694430e+06"
"2017-03-14 00:00:00","2.5777050673e+05","1.0264096799e+06"
"2017-03-14 02:00:00","2.5468244542e+04","1.5786690392e+05"
"2017-03-14 04:00:00","2.3638635932e+04","6.7332398328e+04"
"2017-03-14 06:00:00","2.9733066807e+04","3.3680919358e+05"
"2017-03-14 08:00:00","1.1955940087e+05","2.8257749087e+06"
"2017-03-14 10:00:00","6.3336814512e+05","1.3639247550e+07"
"2017-03-14 12:00:00","1.1878488129e+06","2.9534045397e+07"
"2017-03-14 14:00:00","6.6264746666e+05","1.4172404411e+07"
"2017-03-14 16:00:00","4.4824363674e+05","8.7228329616e+06"
"2017-03-14 18:00:00","4.3647583346e+05","8.9384486827e+06"
"2017-03-14 20:00:00","7.9308375927e+05","1.8639958174e+07"
"2017-03-14 22:00:00","4.7628543796e+05","8.8582433575e+06"
"2017-03-15 00:00:00","1.9918728432e+04","7.3721832790e+04"
"2017-03-15 02:00:00","2.0338575546e+04","2.2548940938e+05"
"2017-03-15 04:00:00","1.9118820541e+04","1.9743949819e+05"
"2017-03-15 06:00:00","3.7053580007e+04","8.1113520699e+05"
"2017-03-15 08:00:00","1.7557166852e+04","2.2636831960e+05"
"2017-03-15 10:00:00","5.7958510107e+05","1.5151305222e+07"
"2017-03-15 12:00:00","1.3842721727e+06","2.7157282727e+07"
"2017-03-15 14:00:00","9.8207826184e+05","2.2464321770e+07"
"2017-03-15 16:00:00","5.1667909940e+05","1.0315203704e+07"
"2017-03-15 18:00:00","5.1090194578e+05","7.5118701606e+06"
"2017-03-15 20:00:00","4.4365575226e+05","6.6186202710e+06"
"2017-03-15 22:00:00","4.5675075922e+05","1.0831190912e+07"
"2017-03-16 00:00:00","3.8364464168e+04","8.3063429180e+05"
"2017-03-16 02:00:00","2.3758179531e+04","3.1871070505e+05"
"2017-03-16 04:00:00","2.0442106930e+04","2.3910867724e+05"
"2017-03-16 06:00:00","2.2936925817e+04","3.1618761012e+05"
"2017-03-16 08:00:00","2.0620698756e+05","5.5527660078e+06"
"2017-03-16 10:00:00","6.4891810375e+05","1.4331184723e+07"
"2017-03-16 12:00:00","1.0640107737e+06","2.0180203912e+07"
"2017-03-16 14:00:00","8.4854400753e+05","1.2566369608e+07"
"2017-03-16 16:00:00","7.9455908698e+05","1.8064454319e+07"
"2017-03-16 18:00:00","6.8339444219e+05","1.4933462956e+07"
"2017-03-16 20:00:00","1.2300217545e+06","2.5810505980e+07"
"2017-03-16 22:00:00","6.0429986749e+05","1.3514137181e+07"
"2017-03-17 00:00:00","4.1220319294e+04","2.8526186282e+05"
"2017-03-17 02:00:00","2.9214331914e+04","3.3422356633e+05"
"2017-03-17 04:00:00","2.8398761922e+04","2.2122804737e+05"
"2017-03-17 06:00:00","3.2090755607e+04","1.6348287962e+05"
"2017-03-17 08:00:00","4.2133214615e+04","4.8636406945e+05"
"2017-03-17 10:00:00","4.9343736682e+05","1.0107560017e+07"
"2017-03-17 12:00:00","1.3320777676e+06","2.9503955130e+07"
"2017-03-17 14:00:00","2.3721808106e+06","1.5409377151e+07"
"2017-03-17 16:00:00","6.0912775076e+05","8.6375259423e+06"
"2017-03-17 18:00:00","3.5661980572e+05","6.2328913572e+06"
"2017-03-17 20:00:00","8.0157185233e+05","1.9980332297e+07"
"2017-03-17 22:00:00","4.7377734683e+05","1.2276952442e+07"
"2017-03-18 00:00:00","3.8535791289e+04","2.4203879364e+05"
"2017-03-18 02:00:00","3.3015484836e+04","2.1926576612e+05"
"2017-03-18 04:00:00","3.1096356046e+04","3.1417938869e+05"
"2017-03-18 06:00:00","2.3403457473e+04","1.2079618932e+05"
"2017-03-18 08:00:00","3.4128806359e+04","3.1190119700e+05"
"2017-03-18 10:00:00","3.9252016812e+04","2.9577596469e+05"
